Sample	Station_code	Tid_provetak	Year	Month	Day	Station	Sesong	Region	Latitude	Longitude	KLFA	N-NH4	N-SNOX	N-TOT	P-PO4	P-TOT	SALIN	SI-SIO2	TEMP
VR59.2019-06-04	VR59	04.06.2019 00:00	2019	Jun	4	Sørfjorden ytre	Sommer	Norskehavet Nord III	683650.4000000004	7725132.6000000015	3.4	8	9	170	5	19	32.61	37	5.412
VR59.2019-06-17	VR59	17.06.2019 00:00	2019	Jun	17	Sørfjorden ytre	Sommer	Norskehavet Nord III	683650.4000000004	7725132.6000000015	1.9	10	8	150	6	17	NA	49	NA
VR59.2019-07-20	VR59	20.07.2019 00:00	2019	Jul	20	Sørfjorden ytre	Sommer	Norskehavet Nord III	683650.4000000004	7725132.6000000015	1.2	7	7	150	7	16	30.65	150	8.563
VR59.2019-09-01	VR59	01.09.2019 00:00	2019	Sep	1	Sørfjorden ytre	Høst	Norskehavet Nord III	683650.4000000004	7725132.6000000015	0.64	9	45	190	14	20	32.795	180	8.289
VR59.2019-10-05	VR59	05.10.2019 00:00	2019	Oct	5	Sørfjorden ytre	Høst	Norskehavet Nord III	683650.4000000004	7725132.6000000015	0.77	13	43	220	15	20	32.82	270	7.438
VR59.2019-11-09	VR59	09.11.2019 00:00	2019	Nov	9	Sørfjorden ytre	Høst	Norskehavet Nord III	683650.4000000004	7725132.6000000015	0.21	6	83	160	19	20	33.722	310	6.213
VR59.2019-11-27	VR59	27.11.2019 00:00	2019	Nov	27	Sørfjorden ytre	Høst	Norskehavet Nord III	683650.4000000004	7725132.6000000015	0.16	6	88	160	18	24	NA	340	NA
VR7.2019-01-17	VR7	17.01.2019 00:00	2019	Jan	17	Langfjordnes	Vinter	Barentshavet	979632.7000000002	7894956.300000001	0.16	7	103	250	17	26	34.25	230	4.783
VR7.2019-02-23	VR7	23.02.2019 00:00	2019	Feb	23	Langfjordnes	Vinter	Barentshavet	979632.7000000002	7894956.300000001	0.14	7	114	210	18	25	34.49666	270	3.6955
VR7.2019-03-23	VR7	23.03.2019 00:00	2019	Mar	23	Langfjordnes	Vår	Barentshavet	979632.7000000002	7894956.300000001	0.11	8	113	190	19	27	34.6875	240	2.8505
VR7.2019-04-23	VR7	23.04.2019 00:00	2019	Apr	23	Langfjordnes	Vår	Barentshavet	979632.7000000002	7894956.300000001	5.3	7	43	180	12	24	34.53	70	3.471
VR7.2019-05-11	VR7	11.05.2019 00:00	2019	May	11	Langfjordnes	Vår	Barentshavet	979632.7000000002	7894956.300000001	0.37	11	3	130	5	17	33.94	44	3.978
VR7.2019-06-16	VR7	16.06.2019 00:00	2019	Jun	16	Langfjordnes	Sommer	Barentshavet	979632.7000000002	7894956.300000001	1.5	10	3	160	4	16	31.64	130	6.2946
VR7.2019-07-10	VR7	10.07.2019 00:00	2019	Jul	10	Langfjordnes	Sommer	Barentshavet	979632.7000000002	7894956.300000001	1.6	10	2	120	5	17	32.97333	100	8.12166
VR7.2019-08-17	VR7	17.08.2019 00:00	2019	Aug	17	Langfjordnes	Sommer	Barentshavet	979632.7000000002	7894956.300000001	0.69	7	2	130	6	14	NA	48	NA
VR7.2019-09-21	VR7	21.09.2019 00:00	2019	Sep	21	Langfjordnes	Høst	Barentshavet	979632.7000000002	7894956.300000001	3.2	6	3	180	8	21	33.541	52	7.735
VR7.2019-10-12	VR7	12.10.2019 00:00	2019	Oct	12	Langfjordnes	Høst	Barentshavet	979632.7000000002	7894956.300000001	1.5	13	26	120	11	24	33.41	160	6.621
VR7.2019-11-16	VR7	16.11.2019 00:00	2019	Nov	16	Langfjordnes	Høst	Barentshavet	979632.7000000002	7894956.300000001	0.1	5	88	190	18	21	34.3	170	5.871
VR7.2019-12-09	VR7	09.12.2019 00:00	2019	Dec	9	Langfjordnes	Vinter	Barentshavet	979632.7000000002	7894956.300000001	0.16	10	90	280	16	24	34.27	160	5.054
VT10.2019-01-07	VT10	07.01.2019 00:00	2019	Jan	7	Breiangen vest	Vinter	Skagerrak	242892.7999999998	6603030.699999999	0.22	6	112	230	16	25	31.143	400	6.283
VT10.2019-02-11	VT10	11.02.2019 00:00	2019	Feb	11	Breiangen vest	Vinter	Skagerrak	242892.7999999998	6603030.699999999	0.43	15	89	250	15	22	28.96	450	2.085
VT10.2019-03-13	VT10	13.03.2019 00:00	2019	Mar	13	Breiangen vest	Vår	Skagerrak	242892.7999999998	6603030.699999999	0.57	13	119	250	16	23	27.327	590	2.488
VT10.2019-04-24	VT10	24.04.2019 00:00	2019	Apr	24	Breiangen vest	Vår	Skagerrak	242892.7999999998	6603030.699999999	5.3	13	37	240	4	16	24.325	240	9.146
VT10.2019-05-23	VT10	23.05.2019 00:00	2019	May	23	Breiangen vest	Vår	Skagerrak	242892.7999999998	6603030.699999999	2.3	9	24	250	5	18	27.522	350	10.483
VT10.2019-06-11	VT10	11.06.2019 00:00	2019	Jun	11	Breiangen vest	Sommer	Skagerrak	242892.7999999998	6603030.699999999	1	23	28	220	3	13	19.432	330	14.305
VT10.2019-07-08	VT10	08.07.2019 00:00	2019	Jul	8	Breiangen vest	Sommer	Skagerrak	242892.7999999998	6603030.699999999	3.2	13	39	260	3	12	24.666	180	13.844
VT10.2019-08-21	VT10	21.08.2019 00:00	2019	Aug	21	Breiangen vest	Sommer	Skagerrak	242892.7999999998	6603030.699999999	2.1	9	2	240	2	10	22.963	140	18.579
VT10.2019-09-17	VT10	17.09.2019 00:00	2019	Sep	17	Breiangen vest	Høst	Skagerrak	242892.7999999998	6603030.699999999	1.1	5	42	270	4	11	25.789	280	16.122
VT10.2019-10-08	VT10	08.10.2019 00:00	2019	Oct	8	Breiangen vest	Høst	Skagerrak	242892.7999999998	6603030.699999999	0.77	5	70	220	9	NA	30.946	280	14.509
VT10.2019-11-14	VT10	14.11.2019 00:00	2019	Nov	14	Breiangen vest	Høst	Skagerrak	242892.7999999998	6603030.699999999	3	13	23	200	9	16	27.862	120	8.42
VT10.2019-12-10	VT10	10.12.2019 00:00	2019	Dec	10	Breiangen vest	Vinter	Skagerrak	242892.7999999998	6603030.699999999	0.33	29	81	250	12	18	25.051	490	5.95
VT16.2019-01-13	VT16	13.01.2019 00:00	2019	Jan	13	Kyrkjebø	Vinter	Nordsjøen Nord	14003.400000000373	6812759.5	0.21	9	86	200	13	21	NA	220	6.78718
VT16.2019-02-24	VT16	24.02.2019 00:00	2019	Feb	24	Kyrkjebø	Vinter	Nordsjøen Nord	14003.400000000373	6812759.5	1.6	12	83	190	13	21	NA	220	5.22759
VT16.2019-03-14	VT16	14.03.2019 00:00	2019	Mar	14	Kyrkjebø	Vår	Nordsjøen Nord	14003.400000000373	6812759.5	4.2	7	48	190	9	22	NA	62	6.21124
VT16.2019-04-14	VT16	14.04.2019 00:00	2019	Apr	14	Kyrkjebø	Vår	Nordsjøen Nord	14003.400000000373	6812759.5	1.9	10	1	110	3	13	NA	34	6.75666
VT16.2019-05-13	VT16	13.05.2019 00:00	2019	May	13	Kyrkjebø	Vår	Nordsjøen Nord	14003.400000000373	6812759.5	1.1	10	1	180	4	13	NA	39	8.23915
VT16.2019-06-16	VT16	16.06.2019 00:00	2019	Jun	16	Kyrkjebø	Sommer	Nordsjøen Nord	14003.400000000373	6812759.5	0.85	8	1	130	2	11	NA	88	12.30807
VT16.2019-07-14	VT16	14.07.2019 00:00	2019	Jul	14	Kyrkjebø	Sommer	Nordsjøen Nord	14003.400000000373	6812759.5	0.34	13	3	180	2	11	26.62568	77	14.41879
VT16.2019-08-11	VT16	11.08.2019 00:00	2019	Aug	11	Kyrkjebø	Sommer	Nordsjøen Nord	14003.400000000373	6812759.5	0.55	12	3	150	2	10	22.58468	38	17.79768
VT16.2019-09-12	VT16	12.09.2019 00:00	2019	Sep	12	Kyrkjebø	Høst	Nordsjøen Nord	14003.400000000373	6812759.5	0.84	10	2	140	3	13	21.46682	230	14.48494
VT16.2019-10-12	VT16	12.10.2019 00:00	2019	Oct	12	Kyrkjebø	Høst	Nordsjøen Nord	14003.400000000373	6812759.5	2.3	10	5	130	4	13	28.08487	33	11.54146
VT16.2019-11-17	VT16	17.11.2019 00:00	2019	Nov	17	Kyrkjebø	Høst	Nordsjøen Nord	14003.400000000373	6812759.5	2.3	13	16	130	4	11	30.59315	25	8.34415
VT16.2019-12-15	VT16	15.12.2019 00:00	2019	Dec	15	Kyrkjebø	Vinter	Nordsjøen Nord	14003.400000000373	6812759.5	0.16	7	53	200	9	16	NA	240	NA
VT2.2019-01-08	VT2	08.01.2019 00:00	2019	Jan	8	Ytre Oslofjord	Vinter	Skagerrak	249426.59999999963	6588293.199999999	0.16	12	155	290	16	25	31.703	560	6.352
VT2.2019-02-11	VT2	11.02.2019 00:00	2019	Feb	11	Ytre Oslofjord	Vinter	Skagerrak	249426.59999999963	6588293.199999999	0.44	13	64	200	13	21	29.011	260	2.591
VT2.2019-03-13	VT2	13.03.2019 00:00	2019	Mar	13	Ytre Oslofjord	Vår	Skagerrak	249426.59999999963	6588293.199999999	1.4	12	123	270	11	20	25.946	710	2.534
VT2.2019-04-24	VT2	24.04.2019 00:00	2019	Apr	24	Ytre Oslofjord	Vår	Skagerrak	249426.59999999963	6588293.199999999	1.6	10	8	200	2	13	23.068	240	9.976
VT2.2019-05-21	VT2	21.05.2019 00:00	2019	May	21	Ytre Oslofjord	Vår	Skagerrak	249426.59999999963	6588293.199999999	1.6	14	23	230	4	16	27.46	310	9.108
VT2.2019-06-11	VT2	11.06.2019 00:00	2019	Jun	11	Ytre Oslofjord	Sommer	Skagerrak	249426.59999999963	6588293.199999999	3	16	17	230	2	12	21.66	400	13.703
VT2.2019-07-11	VT2	11.07.2019 00:00	2019	Jul	11	Ytre Oslofjord	Sommer	Skagerrak	249426.59999999963	6588293.199999999	1.4	5	6	200	3	11	28.779	110	12.602
VT2.2019-08-21	VT2	21.08.2019 00:00	2019	Aug	21	Ytre Oslofjord	Sommer	Skagerrak	249426.59999999963	6588293.199999999	1.9	8	1	220	3	14	23.487	160	18.225
VT2.2019-09-17	VT2	17.09.2019 00:00	2019	Sep	17	Ytre Oslofjord	Høst	Skagerrak	249426.59999999963	6588293.199999999	0.8	8	39	240	4	10	24.36	360	14.889
VT2.2019-10-08	VT2	08.10.2019 00:00	2019	Oct	8	Ytre Oslofjord	Høst	Skagerrak	249426.59999999963	6588293.199999999	1.7	7	41	200	7	15	28.143	190	12.863
VT2.2019-11-14	VT2	14.11.2019 00:00	2019	Nov	14	Ytre Oslofjord	Høst	Skagerrak	249426.59999999963	6588293.199999999	2.5	11	13	200	8	15	27.137	170	8.343
VT2.2019-12-10	VT2	10.12.2019 00:00	2019	Dec	10	Ytre Oslofjord	Vinter	Skagerrak	249426.59999999963	6588293.199999999	0.43	31	78	270	13	19	25.195	510	6.29
VT28.2019-01-17	VT28	17.01.2019 00:00	2019	Jan	17	Tjukkeneset	Vinter	Norskehavet Nord I	596833.2000000002	7597181.699999999	0.16	10	54	200	11	19	30.56	260	3.365
VT28.2019-02-07	VT28	07.02.2019 00:00	2019	Feb	7	Tjukkeneset	Vinter	Norskehavet Nord I	596833.2000000002	7597181.699999999	0.16	13	91	230	17	22	33.397	250	4.83
VT28.2019-04-03	VT28	03.04.2019 00:00	2019	Apr	3	Tjukkeneset	Vår	Norskehavet Nord I	596833.2000000002	7597181.699999999	1.2	12	1	110	6	21	32.353	120	2.975
VT28.2019-04-26	VT28	26.04.2019 00:00	2019	Apr	26	Tjukkeneset	Vår	Norskehavet Nord I	596833.2000000002	7597181.699999999	0.37	18	1	130	4	14	31.734	120	4.279
VT28.2019-05-29	VT28	29.05.2019 00:00	2019	May	29	Tjukkeneset	Vår	Norskehavet Nord I	596833.2000000002	7597181.699999999	2.5	6	1	130	4	18	31.95666	150	6.78866
VT28.2019-06-20	VT28	20.06.2019 00:00	2019	Jun	20	Tjukkeneset	Sommer	Norskehavet Nord I	596833.2000000002	7597181.699999999	0.43	5	2	160	2	13	30.25	54	11.251
VT28.2019-07-31	VT28	31.07.2019 00:00	2019	Jul	31	Tjukkeneset	Sommer	Norskehavet Nord I	596833.2000000002	7597181.699999999	0.26	8	1	100	5	14	35.405	110	10.02133
VT28.2019-08-27	VT28	27.08.2019 00:00	2019	Aug	27	Tjukkeneset	Sommer	Norskehavet Nord I	596833.2000000002	7597181.699999999	0.78	12	1	160	5	14	31.10412	130	13.287
VT28.2019-09-24	VT28	24.09.2019 00:00	2019	Sep	24	Tjukkeneset	Høst	Norskehavet Nord I	596833.2000000002	7597181.699999999	0.54	9	1	170	4	11	30.85192	140	10.801
VT28.2019-11-05	VT28	05.11.2019 00:00	2019	Nov	5	Tjukkeneset	Høst	Norskehavet Nord I	596833.2000000002	7597181.699999999	0.29	10	26	150	9	14	34.057	140	7.854
VT28.2019-11-27	VT28	27.11.2019 00:00	2019	Nov	27	Tjukkeneset	Høst	Norskehavet Nord I	596833.2000000002	7597181.699999999	0.16	6	39	150	11	15	32.56721	180	6.318
VT28.2019-12-23	VT28	23.12.2019 00:00	2019	Dec	23	Tjukkeneset	Vinter	Norskehavet Nord I	596833.2000000002	7597181.699999999	0.16	9	49	130	12	19	NA	160	NA
VT3.2019-01-09	VT3	09.01.2019 00:00	2019	Jan	9	Torbjørnskjær	Vinter	Skagerrak	256840.90000000037	6552303.300000001	0.16	9	68	210	15	24	33.905	260	7.635
VT3.2019-02-13	VT3	13.02.2019 00:00	2019	Feb	13	Torbjørnskjær	Vinter	Skagerrak	256840.90000000037	6552303.300000001	0.31	16	66	220	13	21	28.85	340	2.403
VT3.2019-03-11	VT3	11.03.2019 00:00	2019	Mar	11	Torbjørnskjær	Vår	Skagerrak	256840.90000000037	6552303.300000001	1.8	11	17	190	6	16	27.484	130	4.067
VT3.2019-04-24	VT3	24.04.2019 00:00	2019	Apr	24	Torbjørnskjær	Vår	Skagerrak	256840.90000000037	6552303.300000001	0.59	5	1	190	4	13	21.596	230	9.418
VT3.2019-05-22	VT3	22.05.2019 00:00	2019	May	22	Torbjørnskjær	Vår	Skagerrak	256840.90000000037	6552303.300000001	0.72	5	1	210	3	14	27.474	34	12.323
VT3.2019-06-13	VT3	13.06.2019 00:00	2019	Jun	13	Torbjørnskjær	Sommer	Skagerrak	256840.90000000037	6552303.300000001	1.3	11	7	200	2	11	25.623	190	12.835
VT3.2019-07-10	VT3	10.07.2019 00:00	2019	Jul	10	Torbjørnskjær	Sommer	Skagerrak	256840.90000000037	6552303.300000001	1.8	5	2	210	4	16	24.64	45	15.791
VT3.2019-08-21	VT3	21.08.2019 00:00	2019	Aug	21	Torbjørnskjær	Sommer	Skagerrak	256840.90000000037	6552303.300000001	0.99	5	1	190	2	11	25.647	67	17.366
VT3.2019-09-18	VT3	18.09.2019 00:00	2019	Sep	18	Torbjørnskjær	Høst	Skagerrak	256840.90000000037	6552303.300000001	1.5	9	32	240	5	14	28.115	360	15.388
VT3.2019-10-09	VT3	09.10.2019 00:00	2019	Oct	9	Torbjørnskjær	Høst	Skagerrak	256840.90000000037	6552303.300000001	2.5	10	10	190	4	14	29.113	59	11.849
VT3.2019-11-11	VT3	11.11.2019 00:00	2019	Nov	11	Torbjørnskjær	Høst	Skagerrak	256840.90000000037	6552303.300000001	1.9	7	28	180	10	17	27.976	160	7.49
VT3.2019-12-10	VT3	10.12.2019 00:00	2019	Dec	10	Torbjørnskjær	Vinter	Skagerrak	256840.90000000037	6552303.300000001	0.45	38	61	260	13	20	25.444	430	6.28
VT42.2019-01-05	VT42	05.01.2019 00:00	2019	Jan	5	Korsfjorden	Vinter	Norskehavet Sør II	251147.2999999998	7040524.6000000015	0.16	8	118	280	18	27	31.81	480	7.145
VT42.2019-02-04	VT42	04.02.2019 00:00	2019	Feb	4	Korsfjorden	Vinter	Norskehavet Sør II	251147.2999999998	7040524.6000000015	0.16	7	145	260	19	26	31.76	460	4.606
VT42.2019-03-02	VT42	02.03.2019 00:00	2019	Mar	2	Korsfjorden	Vår	Norskehavet Sør II	251147.2999999998	7040524.6000000015	0.16	5	155	250	22	28	32.9475	440	6.603
VT42.2019-04-04	VT42	04.04.2019 00:00	2019	Apr	4	Korsfjorden	Vår	Norskehavet Sør II	251147.2999999998	7040524.6000000015	9.7	9	6	160	3	21	30.9	190	5.821
VT42.2019-05-06	VT42	06.05.2019 00:00	2019	May	6	Korsfjorden	Vår	Norskehavet Sør II	251147.2999999998	7040524.6000000015	4	9	21	190	6	20	31.675	380	7.608
VT42.2019-06-09	VT42	09.06.2019 00:00	2019	Jun	9	Korsfjorden	Sommer	Norskehavet Sør II	251147.2999999998	7040524.6000000015	1.7	5	1	150	2	14	25.955	180	12.6135
VT42.2019-07-06	VT42	06.07.2019 00:00	2019	Jul	6	Korsfjorden	Sommer	Norskehavet Sør II	251147.2999999998	7040524.6000000015	0.79	5	14	110	8	18	31.465	150	10.4685
VT42.2019-08-01	VT42	01.08.2019 00:00	2019	Aug	1	Korsfjorden	Sommer	Norskehavet Sør II	251147.2999999998	7040524.6000000015	1.9	8	1	120	4	16	28.14	60	16.037
VT42.2019-09-03	VT42	03.09.2019 00:00	2019	Sep	3	Korsfjorden	Høst	Norskehavet Sør II	251147.2999999998	7040524.6000000015	1.4	6	3	170	5	14	31.77	110	13.424
VT42.2019-10-01	VT42	01.10.2019 00:00	2019	Oct	1	Korsfjorden	Høst	Norskehavet Sør II	251147.2999999998	7040524.6000000015	1.2	9	23	160	7	14	29.91	300	11.528
VT42.2019-11-01	VT42	01.11.2019 00:00	2019	Nov	1	Korsfjorden	Høst	Norskehavet Sør II	251147.2999999998	7040524.6000000015	0.7	5	82	200	14	18	32.05	390	9.189
VT42.2019-12-04	VT42	04.12.2019 00:00	2019	Dec	4	Korsfjorden	Vinter	Norskehavet Sør II	251147.2999999998	7040524.6000000015	0.16	9	100	200	18	22	32.525	280	8.1825
VT43.2019-01-17	VT43	17.01.2019 00:00	2019	Jan	17	Kongsbakkneset	Vinter	Norskehavet Nord I	592878	7582181.1000000015	0.16	8	54	190	11	19	31.419	230	5.1485
VT43.2019-02-07	VT43	07.02.2019 00:00	2019	Feb	7	Kongsbakkneset	Vinter	Norskehavet Nord I	592878	7582181.1000000015	0.16	7	103	270	20	28	32.4975	340	4.991
VT43.2019-04-17	VT43	17.04.2019 00:00	2019	Apr	17	Kongsbakkneset	Vår	Norskehavet Nord I	592878	7582181.1000000015	0.39	7	1	98	3	12	32.15	100	3.41
VT43.2019-04-26	VT43	26.04.2019 00:00	2019	Apr	26	Kongsbakkneset	Vår	Norskehavet Nord I	592878	7582181.1000000015	0.73	23	1	120	5	15	31.93	130	4.262
VT43.2019-05-29	VT43	29.05.2019 00:00	2019	May	29	Kongsbakkneset	Vår	Norskehavet Nord I	592878	7582181.1000000015	1.7	8	1	140	4	17	30.411	210	7.923
VT43.2019-06-20	VT43	20.06.2019 00:00	2019	Jun	20	Kongsbakkneset	Sommer	Norskehavet Nord I	592878	7582181.1000000015	0.78	5	3	170	3	14	30.63	90	10.417
VT43.2019-07-31	VT43	31.07.2019 00:00	2019	Jul	31	Kongsbakkneset	Sommer	Norskehavet Nord I	592878	7582181.1000000015	0.26	11	1	100	5	13	36.388	150	12.489
VT43.2019-08-27	VT43	27.08.2019 00:00	2019	Aug	27	Kongsbakkneset	Sommer	Norskehavet Nord I	592878	7582181.1000000015	0.77	9	1	150	4	12	31.22859	140	13.324
VT43.2019-09-24	VT43	24.09.2019 00:00	2019	Sep	24	Kongsbakkneset	Høst	Norskehavet Nord I	592878	7582181.1000000015	0.62	13	1	120	5	12	31.26412	160	12.148
VT43.2019-11-05	VT43	05.11.2019 00:00	2019	Nov	5	Kongsbakkneset	Høst	Norskehavet Nord I	592878	7582181.1000000015	0.34	5	32	150	10	14	35.667	140	9.46
VT43.2019-11-27	VT43	27.11.2019 00:00	2019	Nov	27	Kongsbakkneset	Høst	Norskehavet Nord I	592878	7582181.1000000015	0.16	5	43	140	12	14	31.96025	230	6.856
VT43.2019-12-23	VT43	23.12.2019 00:00	2019	Dec	23	Kongsbakkneset	Vinter	Norskehavet Nord I	592878	7582181.1000000015	0.16	9	50	120	11	17	NA	200	NA
VT52.2019-01-24	VT52	24.01.2019 00:00	2019	Jan	24	Kvinnheradsfjorden	Vinter	Nordsjøen Nord	-3364.5999999996275	6687003.9	0.29	12	94	250	13	20	NA	210	5.76334
VT52.2019-02-26	VT52	26.02.2019 00:00	2019	Feb	26	Kvinnheradsfjorden	Vinter	Nordsjøen Nord	-3364.5999999996275	6687003.9	0.85	17	98	210	14	22	NA	230	5.86395
VT52.2019-03-19	VT52	19.03.2019 00:00	2019	Mar	19	Kvinnheradsfjorden	Vår	Nordsjøen Nord	-3364.5999999996275	6687003.9	1.1	15	72	280	13	22	NA	260	5.54113
VT52.2019-04-25	VT52	25.04.2019 00:00	2019	Apr	25	Kvinnheradsfjorden	Vår	Nordsjøen Nord	-3364.5999999996275	6687003.9	1.5	7	1	100	3	13	NA	37	8.42578
VT52.2019-05-21	VT52	21.05.2019 00:00	2019	May	21	Kvinnheradsfjorden	Vår	Nordsjøen Nord	-3364.5999999996275	6687003.9	1.8	12	1	210	3	16	NA	47	10.17988
VT52.2019-06-25	VT52	25.06.2019 00:00	2019	Jun	25	Kvinnheradsfjorden	Sommer	Nordsjøen Nord	-3364.5999999996275	6687003.9	1.8	26	6	360	5	20	NA	42	NA
VT52.2019-07-16	VT52	16.07.2019 00:00	2019	Jul	16	Kvinnheradsfjorden	Sommer	Nordsjøen Nord	-3364.5999999996275	6687003.9	0.84	14	2	340	4	15	NA	67	NA
VT52.2019-08-19	VT52	19.08.2019 00:00	2019	Aug	19	Kvinnheradsfjorden	Sommer	Nordsjøen Nord	-3364.5999999996275	6687003.9	2	9	1	150	3	12	NA	85	16.68767
VT52.2019-09-24	VT52	24.09.2019 00:00	2019	Sep	24	Kvinnheradsfjorden	Høst	Nordsjøen Nord	-3364.5999999996275	6687003.9	1.9	12	6	170	3	11	24.82798	87	15.04363
VT52.2019-10-21	VT52	21.10.2019 00:00	2019	Oct	21	Kvinnheradsfjorden	Høst	Nordsjøen Nord	-3364.5999999996275	6687003.9	2.8	7	4	120	3	10	28.09546	37	11.69407
VT52.2019-11-11	VT52	11.11.2019 00:00	2019	Nov	11	Kvinnheradsfjorden	Høst	Nordsjøen Nord	-3364.5999999996275	6687003.9	1.1	6	23	150	6	11	30.22928	33	9.35126
VT52.2019-12-16	VT52	16.12.2019 00:00	2019	Dec	16	Kvinnheradsfjorden	Vinter	Nordsjøen Nord	-3364.5999999996275	6687003.9	0.19	10	59	190	11	18	NA	210	NA
VT53.2019-01-24	VT53	24.01.2019 00:00	2019	Jan	24	Tveitneset	Vinter	Nordsjøen Nord	29230.400000000373	6726778.800000001	0.23	13	88	190	13	20	NA	230	6.38976
VT53.2019-02-26	VT53	26.02.2019 00:00	2019	Feb	26	Tveitneset	Vinter	Nordsjøen Nord	29230.400000000373	6726778.800000001	0.9	9	100	200	13	21	NA	280	5.565
VT53.2019-03-19	VT53	19.03.2019 00:00	2019	Mar	19	Tveitneset	Vår	Nordsjøen Nord	29230.400000000373	6726778.800000001	1	14	86	260	15	27	NA	280	5.96747
VT53.2019-05-21	VT53	21.05.2019 00:00	2019	May	21	Tveitneset	Vår	Nordsjøen Nord	29230.400000000373	6726778.800000001	0.97	10	1	180	4	15	NA	65	8.5249
VT53.2019-06-25	VT53	25.06.2019 00:00	2019	Jun	25	Tveitneset	Sommer	Nordsjøen Nord	29230.400000000373	6726778.800000001	3.4	18	2	270	3	16	NA	60	13.18534
VT53.2019-07-16	VT53	16.07.2019 00:00	2019	Jul	16	Tveitneset	Sommer	Nordsjøen Nord	29230.400000000373	6726778.800000001	0.89	12	2	340	3	12	NA	120	NA
VT53.2019-08-19	VT53	19.08.2019 00:00	2019	Aug	19	Tveitneset	Sommer	Nordsjøen Nord	29230.400000000373	6726778.800000001	1.5	7	1	130	3	10	NA	120	16.82469
VT53.2019-09-24	VT53	24.09.2019 00:00	2019	Sep	24	Tveitneset	Høst	Nordsjøen Nord	29230.400000000373	6726778.800000001	1.3	7	11	130	4	12	27.13436	69	15.54573
VT53.2019-10-21	VT53	21.10.2019 00:00	2019	Oct	21	Tveitneset	Høst	Nordsjøen Nord	29230.400000000373	6726778.800000001	1.5	8	7	170	4	12	27.62595	56	10.9764
VT53.2019-11-11	VT53	11.11.2019 00:00	2019	Nov	11	Tveitneset	Høst	Nordsjøen Nord	29230.400000000373	6726778.800000001	0.51	8	45	130	13	23	NA	140	NA
VT53.2019-12-16	VT53	16.12.2019 00:00	2019	Dec	16	Tveitneset	Vinter	Nordsjøen Nord	29230.400000000373	6726778.800000001	0.31	10	67	210	9	16	NA	170	NA
VT65.2019-02-14	VT65	14.02.2019 00:00	2019	Feb	14	Missingene	Vinter	Skagerrak	251769.7000000002	6569519.199999999	0.26	15	93	230	14	21	28.597	490	2.113
VT65.2019-03-11	VT65	11.03.2019 00:00	2019	Mar	11	Missingene	Vår	Skagerrak	251769.7000000002	6569519.199999999	1.8	12	86	270	8	18	26.3	480	3.198
VT65.2019-04-24	VT65	24.04.2019 00:00	2019	Apr	24	Missingene	Vår	Skagerrak	251769.7000000002	6569519.199999999	0.74	9	6	200	4	13	22.012	340	9.63
VT65.2019-05-23	VT65	23.05.2019 00:00	2019	May	23	Missingene	Vår	Skagerrak	251769.7000000002	6569519.199999999	2.1	6	1	210	4	15	25.311	100	11.855
VT65.2019-06-12	VT65	12.06.2019 00:00	2019	Jun	12	Missingene	Sommer	Skagerrak	251769.7000000002	6569519.199999999	2.4	10	4	190	2	13	25.666	200	13.416
VT65.2019-07-11	VT65	11.07.2019 00:00	2019	Jul	11	Missingene	Sommer	Skagerrak	251769.7000000002	6569519.199999999	1.1	5	2	220	3	10	27.264	76	13.743
VT65.2019-08-21	VT65	21.08.2019 00:00	2019	Aug	21	Missingene	Sommer	Skagerrak	251769.7000000002	6569519.199999999	2.5	7	1	200	3	14	24.411	180	17.754
VT65.2019-09-16	VT65	16.09.2019 00:00	2019	Sep	16	Missingene	Høst	Skagerrak	251769.7000000002	6569519.199999999	2.9	9	10	240	4	11	26.416	220	15.262
VT65.2019-10-08	VT65	08.10.2019 00:00	2019	Oct	8	Missingene	Høst	Skagerrak	251769.7000000002	6569519.199999999	4.4	7	16	200	5	14	27.332	63	10.432
VT65.2019-11-11	VT65	11.11.2019 00:00	2019	Nov	11	Missingene	Høst	Skagerrak	251769.7000000002	6569519.199999999	0.52	6	78	190	13	16	31.013	420	9.22
VT65.2019-12-10	VT65	10.12.2019 00:00	2019	Dec	10	Missingene	Vinter	Skagerrak	251769.7000000002	6569519.199999999	0.26	27	59	220	13	20	25.234	350	5.797
VT66.2019-01-09	VT66	09.01.2019 00:00	2019	Jan	9	Håøyfjorden	Vinter	Skagerrak	201744.5	6555566.5	0.28	9	77	200	13	22	30.876	290	5.741
VT66.2019-02-12	VT66	12.02.2019 00:00	2019	Feb	12	Håøyfjorden	Vinter	Skagerrak	201744.5	6555566.5	0.38	13	67	210	12	21	28.71	260	2.345
VT66.2019-03-12	VT66	12.03.2019 00:00	2019	Mar	12	Håøyfjorden	Vår	Skagerrak	201744.5	6555566.5	0.92	12	77	230	13	20	27.761	360	4.095
VT66.2019-04-25	VT66	25.04.2019 00:00	2019	Apr	25	Håøyfjorden	Vår	Skagerrak	201744.5	6555566.5	2.2	10	19	200	3	12	20.725	480	9.684
VT66.2019-05-21	VT66	21.05.2019 00:00	2019	May	21	Håøyfjorden	Vår	Skagerrak	201744.5	6555566.5	2.3	8	1	230	3	13	24.248	150	12.181
VT66.2019-06-12	VT66	12.06.2019 00:00	2019	Jun	12	Håøyfjorden	Sommer	Skagerrak	201744.5	6555566.5	2.6	7	1	200	2	13	24.488	180	13.375
